Componente_1,Componente_2,KMeans_Cluster,DBSCAN_Cluster,Target_Original
-7.3874423368783475,2.8190125042118725,0,0,1
-0.1832360641420241,1.6399710612349359,2,0,6
4.932033164420448,-0.5633517924159657,2,1,6
9.813807896135536,0.7638901002933731,1,2,2
-5.39808149904634,-0.26235632935718245,0,0,2
4.754876143641841,1.8432902090574523,2,1,1
1.6421098363188094,3.0638106411394213,2,0,1
-7.260560985593408,0.018308211795270424,0,0,6
-7.397774055966794,0.938396721710475,0,0,1
4.664170392123793,0.5303295048484999,2,1,6
-7.244716043493393,-0.9375606333490638,0,0,2
-4.347299734667547,1.2046246622983814,0,0,2
-7.394628828993889,2.424791898101463,0,0,1
-7.305745576843277,2.9722046499473813,0,0,3
-3.3707278610738185,0.8935222108336851,0,0,8
-7.369098737756083,-2.68304248356784,0,0,5
-7.424409172914191,-1.506415566467414,0,0,4
-3.171288990943214,-1.747336703376431,0,0,4
-7.347919441541706,0.13933426926551906,0,0,8
-7.415352595208077,-0.35852198188565865,0,0,6
-3.198246136395605,-1.5016878637368158,0,0,4
-1.9042661976746675,3.0180464135948566,2,0,6
-4.153857147859689,-2.4279872164592864,0,0,5
1.7729403303837596,-0.7696503405971107,2,0,2
-7.220200385323365,1.791292773061143,0,0,1
-0.7704957874612353,1.066495258654672,2,0,1
-7.345437537003033,-0.5008043411135994,0,0,6
-5.323600580980344,-1.6816446878531297,0,0,6
12.737287932676846,-2.623158780427416,1,-1,4
-2.4578279817804596,1.265139618297531,2,0,2
-7.165098649582064,1.0259359510202057,0,0,6
-7.125387692785047,1.3322723439272561,0,0,6
6.893707933443226,-2.0858030704707318,1,7,4
17.23090056444177,3.177016531250445,1,-1,1
-7.419435807518186,-2.1615408529536775,0,0,6
2.846251316333513,0.5218848442065016,2,3,1
-2.0511110602840583,0.7634816711819838,2,0,8
7.8361182652383246,0.6615890356282086,1,4,6
-3.3258117074908746,-1.783956485015962,0,0,7
2.6669162347263935,1.6800654952747807,2,3,2
-1.999747512745361,0.8556058721121285,2,0,1
1.802767631097776,0.541762999536096,2,0,1
-3.394349496952674,0.11899221421470552,0,0,2
-7.243528294608425,-1.4130839717065595,0,0,5
-2.203780954459001,-2.4006738876959965,2,0,7
-6.1659119188534355,-0.09393047861715953,0,0,8
-7.183914025520703,2.157525990747017,0,0,2
-4.193214660186875,-2.363564652418066,0,0,6
16.893275995227263,-1.866121401524608,1,-1,6
-2.0344512527956953,1.7430412995934552,2,0,2
-4.274188528939218,3.540646424572667,0,5,2
-7.312586541659072,-2.481092775505754,0,0,4
-1.331936275702879,-0.34968420122479094,2,0,2
-7.419572488122099,-0.6796471485553124,0,0,6
-6.170548576772115,-2.0090466440305,0,0,7
5.811386345495798,-1.7020119115339667,1,1,4
-0.24455975817639963,-4.016408500625407,2,-1,6
-7.0000036744849226,0.07397333688146324,0,0,1
-1.2822409059445636,1.1239311083409307,2,0,2
-2.284958911586066,0.9019677424381656,2,0,8
-3.401075105342493,-1.5519808932208123,0,0,4
-2.334752139350317,-0.7491495768773764,2,0,2
4.853796061934252,-0.00622932227928219,2,1,2
9.995766406179104,1.3212796942097915,1,2,6
9.897907285133076,-1.226421137131467,1,2,1
-1.27014200114857,-1.236989518024766,2,0,6
2.814197920387068,-0.4706420623393486,2,3,6
-6.113658302925936,0.7830011595016972,0,0,7
13.147988465965298,0.874521377267333,1,-1,6
0.02001205738356493,-1.9618417210761467,2,0,6
-1.3431676454112553,-0.7648331183980701,2,0,6
7.917569690160025,1.818667898939728,1,6,6
-1.4241921840690699,0.022701802549351058,2,0,2
8.722883987625595,-0.06708972035489502,1,4,2
-6.368313480049648,-1.2859961661565402,0,0,4
-0.014331760059241638,1.7276829790217945,2,0,2
12.904402671797204,-1.8786581706894803,1,-1,4
-7.340590895155425,0.7269977307925877,0,0,2
4.894783252437412,2.342623965234058,2,3,6
-0.2155138063447941,-1.7844006725433166,2,0,6
-3.263089415397955,2.1712528528800363,0,0,8
-7.279371706088367,0.764911935882695,0,0,6
3.710409509936266,-1.5112181124534392,2,3,4
-4.229723395498003,-0.20831476689701933,0,0,6
5.743790416526785,-0.9872343736889044,1,1,7
0.8005999681517251,1.3356170766871256,2,0,6
-7.125739570054951,-0.9462516262320986,0,0,6
2.8694476322073577,1.6319569040079314,2,3,8
-7.340203212996049,-0.020392424707135426,0,0,6
6.6323854816726655,-2.7414587545036637,1,7,6
14.177436318548214,1.446013402404224,1,-1,8
6.634077265306905,-0.2881915956710559,1,1,2
6.106450632548368,-1.0010332977421523,1,1,2
-7.273362940077337,-0.9377647019873618,0,0,2
5.625593505389624,-1.8138180376024038,1,1,5
1.900931293947421,2.158371176517044,2,0,6
-7.381266698994936,-0.6395167736634695,0,0,4
9.884857839996823,1.3953670312923245,1,2,1
-7.150389101030496,-0.6445697827718453,0,0,5
-4.132716687712236,-0.7963283486203758,0,0,8
-7.1025558157524795,1.1135305806919549,0,0,6
-1.266762188521203,1.5372771507331198,2,0,6
14.98054931175756,-0.24774664692204196,1,8,4
-5.020423408190414,0.9174293160997604,0,0,6
-4.1334395827554395,0.6080915804137739,0,0,2
6.989297386595936,-0.5868316318191702,1,1,2
11.180180064699336,1.0335433483098306,1,2,2
7.7451406952285655,-0.267981007792252,1,4,2
4.664645357555033,3.4822562150248726,2,3,3
2.7247799401987702,-0.7964662990455751,2,3,6
-7.30483518933798,0.5576164476361387,0,0,6
-4.303749277572808,1.8572581482449722,0,0,1
-7.317347067949439,-0.6943177410527985,0,0,1
0.9150226887308559,2.1592326289485677,2,0,6
7.972512395811089,0.5790882410947611,1,4,2
12.173861732935766,2.1269172782817285,1,-1,2
5.902099029169639,1.1948908124166628,1,1,6
5.838076610491358,2.1091400193004444,1,1,2
-1.128306850603714,-2.927317033816551,2,0,4
7.832001393914991,-0.44775190687199484,1,4,4
-7.326039753460233,3.354664200304853,0,0,9
-7.274342792390681,-2.4698598383779067,0,0,4
0.7638335072554563,0.17466672960106866,2,0,1
-5.259464460822024,-2.6348539996434575,0,0,5
-7.432554766307886,-1.8220098687265738,0,0,4
1.8162146407113973,1.5239348599161184,2,0,1
-3.1652905100636017,0.526767203531219,0,0,6
1.6692702722004498,1.1899408957261466,2,0,2
1.8007078514289425,0.6978042036214473,2,0,6
1.5797553149515533,0.732386536883685,2,0,6
-0.47332233619133124,-3.6540190514288575,2,0,6
-6.219369841689803,-0.537896741059209,0,0,6
-7.314214954794639,-2.8646975228611895,0,0,4
-2.2950545544549987,0.6143971586470798,2,0,1
-1.4767805768706666,-0.35007945828727616,2,0,4
10.909837251103763,-0.30204972306200784,1,2,6
-5.204479013027832,-1.45920390446897,0,0,4
-6.444876767276948,-2.4918091246067497,0,0,6
-7.439334001948055,-2.4924242156567713,0,0,6
-6.233370064347357,-1.5332689373940953,0,0,8
6.904308725741004,3.252292902912822,1,-1,1
-0.03564714620552234,-4.0389499018864745,2,-1,4
-4.146908879638493,2.386425707423118,0,0,6
5.1800739594047,0.3408702465624467,2,1,5
-7.269604296365845,1.4058142748019615,0,0,6
-3.261616785257253,-3.6678783140073694,0,0,5
-7.009458515858054,0.5816598115737222,0,0,1
4.889472189273517,0.4034766963591858,2,1,2
-3.898279728756004,-0.22843820406957516,0,0,6
-6.351874132152486,0.34348485866734,0,0,2
9.113979243333805,0.5236659084665813,1,4,6
-0.30626484240267615,-1.644175720058624,2,0,2
-5.938157000948728,-0.8872534226891604,0,0,6
-1.1712915055300748,0.8961923468181396,2,0,2
11.911486465132668,-1.7510049893179245,1,-1,4
-6.121193400207868,0.7559385190502623,0,0,6
-1.309669471146793,-0.47301637364883464,2,0,2
27.261980259617125,-0.725044342473903,1,-1,2
-7.4213894264055895,-0.5086345710067457,0,0,8
9.744989255166615,-1.6436220711972487,1,2,6
2.70955022728576,-0.9722386720750524,2,3,4
-5.100103355740595,0.7782731914263259,0,0,2
-6.347092705280627,2.1128250009165357,0,0,1
-5.3332817218332185,-2.4834431931202157,0,0,5
-4.03808813611051,-0.5988270386004617,0,0,6
8.694308186241443,-3.4178930496471986,1,-1,5
-6.178235815034406,-2.187003797311492,0,0,5
-2.280362155628672,1.1898915426984917,2,0,6
8.039020895741618,-0.5021377972925267,1,4,6
-6.226674411915345,0.20039450489379362,0,0,2
-1.3389212091486487,3.8268162065164035,2,-1,2
-5.292460250828978,-2.2861732020536927,0,0,5
3.979508662042134,0.5562975725273684,2,3,2
-7.28840477442205,-3.125609595245505,0,0,4
-3.2825743564099916,0.7199817410351295,0,0,6
-2.4587282953424934,0.8311067647416377,2,0,4
-6.357401769839903,-0.10045236282920333,0,0,6
4.754710408016816,0.8947843498132819,2,1,2
-5.049202304593832,0.4169016033968198,0,0,6
-6.318009962036103,2.1292362419289295,0,0,6
-1.2814127974170555,3.076493932124753,2,0,6
0.7969224321269888,-1.903379349402969,2,0,5
11.978756537450117,-1.3385846478057342,1,-1,6
-6.256779584788788,2.4814091328790773,0,0,2
12.678598439728784,-2.901272873534709,1,-1,5
6.712152723888705,0.44259324403108424,1,1,6
-0.10011167675180843,-2.8899248199435776,2,0,5
-1.0858321081449178,-0.5126096813416161,2,0,5
-2.1217563922852376,3.3197858546634555,2,0,1
7.672877551581875,0.7346359148955903,1,4,2
5.934503375862116,-0.7133010229777292,1,1,4
-3.9233848120366464,0.5190633435725354,0,0,2
-6.2625967403394265,-1.137683805062961,0,0,5
7.806395430945583,1.245087680388525,1,4,6
-2.088319269909613,-0.6976822093856385,2,0,2
-3.227556273491633,-1.7770209118057387,0,0,4
-3.2903238491935514,-1.7939492170244682,0,0,7
-7.1503749269690395,1.6004995038373289,0,0,2
